Year,Country,Industry,AI_Tool,Adoption_Rate,Daily_Active_Users,Company_Size,Age_Group
2026,Germany,Education,Perplexity,72.25,35328,Medium,26-35
2026,Australia,Retail,Gemini,91.15,86025,Medium,26-35
2026,Australia,Retail,Gemini,48.8,37793,Large,26-35
2026,India,Finance,Gemini,65.68,84633,Medium,18-25
2023,Germany,Retail,Gemini,79.15,87265,Small,36-45
2026,Canada,IT,ChatGPT,48.16,34437,Small,26-35
2023,Canada,IT,GitHub Copilot,48.33,17160,Small,36-45
2023,USA,IT,ChatGPT,33.68,42893,Medium,18-25
2026,Australia,Healthcare,Claude,75.27,80241,Medium,46-55
2025,India,Retail,Claude,66.76,35381,Small,46-55
2023,Canada,IT,GitHub Copilot,45.6,41860,Medium,46-55
2025,UK,Finance,GitHub Copilot,42.74,74969,Large,18-25
2025,India,Healthcare,GitHub Copilot,11.53,49093,Large,26-35
2026,India,Finance,Gemini,5.59,95423,Medium,18-25
2024,Canada,Retail,ChatGPT,52.6,79559,Medium,36-45
2026,UK,Education,Claude,42.57,34899,Small,46-55
2024,USA,Finance,ChatGPT,76.64,50760,Medium,36-45
2024,Canada,Education,ChatGPT,53.84,69965,Small,18-25
2026,UK,Healthcare,ChatGPT,89.3,5422,Large,56+
2026,India,Finance,GitHub Copilot,22.65,99459,Medium,56+
2024,UK,Finance,GitHub Copilot,94.11,96712,Large,18-25
2026,India,Manufacturing,Claude,31.81,39975,Medium,26-35
2024,Canada,Healthcare,Claude,62.82,38538,Medium,36-45
2025,Australia,Healthcare,Claude,50.17,45249,Small,18-25
2026,Canada,IT,ChatGPT,37.36,79469,Small,18-25
2025,Germany,Retail,GitHub Copilot,17.54,18234,Medium,56+
2023,Germany,Finance,Gemini,17.14,7675,Medium,46-55
2025,Germany,Finance,ChatGPT,69.04,76999,Small,46-55
2025,Canada,Healthcare,Perplexity,38.99,88407,Large,26-35
2024,USA,Healthcare,ChatGPT,91.52,94365,Medium,26-35
2025,Canada,Retail,GitHub Copilot,34.31,35880,Small,26-35
2026,Australia,Healthcare,Perplexity,93.52,19912,Medium,56+
2024,UK,Education,ChatGPT,23.49,44622,Small,18-25
2023,Canada,Education,GitHub Copilot,14.25,88483,Large,26-35
2026,Canada,Manufacturing,GitHub Copilot,33.13,70774,Medium,56+
2023,India,Education,Gemini,84.7,25032,Medium,36-45
2025,India,Education,ChatGPT,51.97,87275,Large,18-25
2026,India,Retail,GitHub Copilot,17.21,49066,Medium,36-45
2026,Canada,Finance,Claude,23.22,45680,Medium,46-55
2023,USA,Education,GitHub Copilot,33.01,56799,Medium,46-55
2026,UK,Manufacturing,Gemini,58.12,40190,Small,18-25
2026,UK,Healthcare,GitHub Copilot,34.91,26299,Small,26-35
2026,Australia,Education,ChatGPT,72.23,91877,Medium,18-25
2025,USA,Manufacturing,ChatGPT,60.47,73587,Large,26-35
2023,USA,Retail,Perplexity,83.64,13937,Large,46-55
2026,UK,Healthcare,ChatGPT,50.09,44259,Medium,18-25
2024,Germany,Manufacturing,Perplexity,34.81,12788,Small,18-25
2024,India,Education,Claude,94.66,9887,Small,26-35
2024,India,Finance,Gemini,37.01,34857,Medium,46-55
2024,UK,Healthcare,Claude,43.57,90740,Small,46-55
2025,USA,Healthcare,Perplexity,77.82,68240,Small,26-35
2026,Australia,Finance,GitHub Copilot,12.98,96905,Large,26-35
2023,Germany,Healthcare,GitHub Copilot,39.78,60639,Medium,26-35
2026,UK,Education,Claude,12.71,163,Small,46-55
2025,India,Healthcare,GitHub Copilot,17.54,77788,Small,46-55
2024,Canada,Education,Perplexity,5.42,84832,Small,18-25
2025,USA,Finance,Gemini,5.86,43881,Medium,46-55
2026,Canada,IT,ChatGPT,39.23,15059,Medium,36-45
2023,Australia,Finance,Perplexity,77.82,98505,Small,36-45
2025,UK,Education,Perplexity,57.83,31380,Large,26-35
2023,India,Retail,ChatGPT,62.14,93560,Large,26-35
2025,Germany,Finance,ChatGPT,51.73,44358,Medium,26-35
2023,Canada,Retail,Gemini,78.78,27567,Large,18-25
2023,Germany,Retail,Gemini,84.23,16156,Small,36-45
2024,Australia,Education,Gemini,81.48,3235,Medium,36-45
2023,India,Education,GitHub Copilot,78.09,17664,Medium,46-55
2024,Canada,IT,Perplexity,21.44,63358,Large,36-45
2026,Australia,Manufacturing,ChatGPT,58.45,64760,Medium,46-55
2026,Germany,Healthcare,Perplexity,57.39,27562,Large,18-25
2024,Germany,Finance,Perplexity,52.51,56782,Large,26-35
2024,Canada,Education,Gemini,48.27,2828,Small,26-35
2025,India,Finance,Gemini,13.03,7731,Large,46-55
2025,Germany,Manufacturing,Perplexity,14.19,10984,Large,56+
2025,UK,Manufacturing,Gemini,86.21,25074,Medium,46-55
2026,Australia,Retail,GitHub Copilot,61.72,36136,Small,18-25
2025,Canada,Healthcare,ChatGPT,28.61,84714,Small,36-45
2023,USA,IT,Perplexity,30.14,10374,Large,46-55
2023,USA,Finance,ChatGPT,59.92,18951,Medium,18-25
2025,India,Healthcare,GitHub Copilot,41.62,61916,Medium,26-35
2023,UK,IT,Gemini,44.72,48626,Medium,56+
2026,Germany,Finance,Claude,10.46,53567,Small,56+
2023,USA,Healthcare,GitHub Copilot,17.49,69595,Small,46-55
2026,India,Education,Claude,40.4,88860,Large,36-45
2024,Australia,Finance,ChatGPT,67.97,79530,Large,46-55
2024,UK,Healthcare,Perplexity,9.32,27065,Medium,56+
2024,UK,Manufacturing,Gemini,35.11,30658,Large,56+
2024,India,IT,GitHub Copilot,67.56,59907,Medium,26-35
2023,India,Healthcare,Gemini,76.28,52620,Small,36-45
2025,Germany,Education,Claude,22.12,44045,Large,36-45
2023,India,Finance,Claude,70.83,81326,Medium,56+
2026,Germany,Finance,Perplexity,90.99,57124,Small,56+
2023,Germany,Finance,Claude,86.61,99083,Medium,46-55
2023,Canada,Education,Perplexity,76.04,82767,Large,46-55
2026,UK,IT,GitHub Copilot,69.11,93065,Medium,26-35
2024,Australia,Finance,Perplexity,26.16,17805,Small,56+
2024,UK,IT,Claude,62.05,57179,Large,46-55
2024,UK,Healthcare,ChatGPT,62.89,53000,Small,26-35
2025,Canada,Manufacturing,Perplexity,41.61,48810,Large,36-45
2026,Germany,Manufacturing,Gemini,49.37,87882,Medium,56+
2026,Germany,IT,ChatGPT,67.46,45210,Small,18-25
2023,India,IT,Perplexity,90.69,4889,Small,56+
2025,Canada,Manufacturing,Gemini,31.58,633,Medium,46-55
2024,India,Finance,ChatGPT,27.17,51070,Small,56+
2025,Canada,Retail,Perplexity,59.16,28876,Small,18-25
2026,India,Retail,GitHub Copilot,16.77,48402,Small,56+
2026,USA,Education,Gemini,57.43,18825,Small,46-55
2023,UK,Manufacturing,GitHub Copilot,13.0,64467,Medium,36-45
2023,UK,Manufacturing,Claude,49.15,72330,Small,46-55
2026,Australia,Education,Perplexity,60.84,70642,Small,26-35
2024,Germany,Retail,Perplexity,11.31,92634,Small,46-55
2024,Australia,Healthcare,Gemini,23.63,42528,Large,26-35
2025,USA,Finance,Perplexity,35.18,95723,Large,56+
2026,Australia,Finance,Claude,38.17,89998,Medium,26-35
2026,UK,Healthcare,Perplexity,65.85,4585,Medium,56+
2024,Germany,Healthcare,ChatGPT,52.61,66871,Medium,26-35
2024,USA,Retail,GitHub Copilot,39.39,43774,Small,46-55
2026,UK,Education,Claude,45.56,97619,Large,18-25
2023,India,Healthcare,Claude,6.17,89675,Large,56+
2026,Canada,Education,GitHub Copilot,74.35,96052,Medium,26-35
2026,USA,IT,GitHub Copilot,8.69,66781,Large,18-25
2024,Germany,Finance,Claude,79.64,23904,Medium,26-35
2024,Australia,Retail,GitHub Copilot,53.69,47344,Small,26-35
2023,Australia,Finance,Gemini,52.5,1575,Large,26-35
2023,USA,Retail,GitHub Copilot,68.41,52173,Small,46-55
2025,Germany,IT,ChatGPT,82.36,10147,Small,26-35
2026,USA,Finance,ChatGPT,89.84,77792,Large,18-25
2024,Germany,IT,Gemini,53.9,96057,Medium,26-35
2023,Australia,Retail,GitHub Copilot,18.56,93591,Large,36-45
2025,UK,Healthcare,ChatGPT,84.08,87699,Small,56+
2025,India,Finance,Perplexity,8.66,48544,Medium,46-55
2024,UK,IT,GitHub Copilot,77.66,56948,Small,36-45
2024,India,Manufacturing,Gemini,66.24,21899,Medium,36-45
2025,Australia,Finance,GitHub Copilot,86.43,86958,Large,18-25
2023,UK,Finance,Claude,85.77,64956,Small,18-25
2025,UK,Finance,Claude,9.78,80568,Medium,46-55
2026,USA,Education,ChatGPT,59.85,44339,Medium,46-55
2026,Canada,IT,Claude,16.22,57995,Large,56+
2024,Australia,IT,Gemini,12.06,41043,Medium,26-35
2023,Germany,Finance,ChatGPT,45.34,62659,Medium,46-55
2023,Australia,Healthcare,Gemini,13.78,24103,Small,46-55
2026,Germany,Finance,Gemini,70.51,22601,Large,26-35
2025,Germany,Education,Claude,92.2,31192,Large,56+
2024,India,Retail,Claude,56.26,80619,Small,18-25
2025,Germany,Education,Gemini,26.17,29868,Small,56+
2025,Germany,Healthcare,Claude,80.89,34704,Small,26-35
2025,USA,Finance,Claude,81.78,87924,Medium,18-25
2023,UK,IT,Claude,70.95,46860,Large,18-25
2026,Australia,Manufacturing,GitHub Copilot,60.36,6576,Large,18-25
2023,Australia,Finance,Gemini,83.1,98238,Large,56+
2026,Germany,Healthcare,Perplexity,19.7,75598,Medium,26-35
2024,Canada,IT,Gemini,88.84,28539,Large,56+
2024,Australia,Education,ChatGPT,90.25,3500,Large,56+
2025,Germany,Retail,Claude,83.48,90076,Large,36-45
2026,India,Retail,Claude,27.56,24710,Large,46-55
2026,India,Finance,Perplexity,82.24,51456,Small,56+
2026,India,Education,ChatGPT,49.79,29675,Medium,36-45
2025,Germany,Manufacturing,GitHub Copilot,58.54,19828,Large,26-35
2025,USA,Manufacturing,Gemini,80.65,29167,Large,36-45
2024,Canada,Healthcare,GitHub Copilot,7.66,89939,Large,56+
2023,Germany,Retail,ChatGPT,37.66,45362,Large,26-35
2026,USA,Education,Perplexity,78.41,1728,Large,36-45
2026,USA,Finance,ChatGPT,78.26,75157,Small,56+
2023,Australia,IT,Perplexity,81.38,25480,Small,26-35
2026,Germany,Finance,GitHub Copilot,20.23,59953,Medium,26-35
2025,Germany,Finance,GitHub Copilot,68.53,29023,Medium,46-55
2025,USA,Education,ChatGPT,18.19,34158,Large,56+
2026,USA,Retail,ChatGPT,75.66,56262,Large,46-55
2025,USA,Education,Claude,27.06,94516,Small,26-35
2025,Australia,IT,Perplexity,71.4,62494,Medium,26-35
2026,Germany,Education,Claude,45.95,65178,Large,36-45
2024,USA,Healthcare,Gemini,93.76,19070,Large,46-55
2023,India,Finance,Gemini,57.19,38991,Large,18-25
2025,Germany,Retail,ChatGPT,61.93,5030,Medium,56+
2024,Australia,Manufacturing,GitHub Copilot,38.13,35418,Small,46-55
2025,India,IT,Gemini,71.11,50207,Small,26-35
2025,UK,Manufacturing,Gemini,49.54,62053,Large,36-45
2023,Germany,Finance,Claude,6.63,95479,Large,56+
2025,UK,Education,Claude,59.77,49208,Large,56+
2023,USA,Manufacturing,Gemini,79.74,32674,Large,36-45
2023,Australia,Healthcare,ChatGPT,26.31,9957,Large,26-35
2023,USA,Education,Claude,24.9,23613,Medium,18-25
2024,Australia,Finance,Gemini,59.8,23693,Small,36-45
2026,Canada,Manufacturing,GitHub Copilot,78.62,88319,Medium,18-25
2024,USA,IT,Claude,27.47,18984,Medium,46-55
2026,UK,Manufacturing,Gemini,88.9,59086,Large,56+
2026,Australia,Manufacturing,Perplexity,88.46,5407,Medium,26-35
2023,USA,Retail,Claude,23.05,13004,Small,18-25
2025,Germany,Manufacturing,Perplexity,28.74,83517,Large,26-35
2023,Australia,Finance,Claude,68.05,94814,Small,46-55
2025,Australia,IT,Claude,90.66,60648,Medium,18-25
2026,USA,Finance,Perplexity,68.89,13682,Large,26-35
2023,Canada,Healthcare,ChatGPT,45.04,58065,Small,26-35
2025,USA,Education,Gemini,20.21,8125,Small,46-55
2024,UK,Manufacturing,ChatGPT,46.49,49544,Large,36-45
2025,UK,Retail,ChatGPT,59.61,41714,Small,46-55
2023,Australia,IT,Gemini,34.79,44044,Large,18-25
2024,Australia,Retail,GitHub Copilot,50.92,61287,Large,18-25
2025,USA,Retail,ChatGPT,16.72,84824,Medium,56+
2025,UK,Retail,ChatGPT,45.7,7704,Small,26-35
2025,UK,Manufacturing,ChatGPT,13.17,27390,Large,18-25
2025,Canada,IT,GitHub Copilot,9.42,71839,Medium,36-45
2025,Germany,IT,Claude,82.15,50873,Medium,36-45
2024,Canada,Retail,Perplexity,23.46,7971,Large,46-55
2026,India,Education,Perplexity,56.76,80298,Large,18-25
2024,Canada,Manufacturing,GitHub Copilot,18.41,77081,Small,18-25
2024,USA,Manufacturing,ChatGPT,28.63,76674,Small,56+
2024,Germany,Finance,Perplexity,37.52,3605,Small,56+
2026,USA,Manufacturing,GitHub Copilot,17.93,41578,Large,56+
2023,India,Retail,Gemini,9.14,84705,Medium,18-25
2026,Germany,Healthcare,Perplexity,83.94,14518,Medium,46-55
2024,Australia,Retail,Gemini,6.06,16511,Large,46-55
2025,UK,IT,ChatGPT,10.52,98669,Small,46-55
2025,Canada,Manufacturing,Perplexity,77.46,9598,Medium,46-55
2024,USA,Manufacturing,GitHub Copilot,30.38,56357,Medium,36-45
2025,India,Finance,Claude,70.05,56158,Small,18-25
2024,UK,Healthcare,Perplexity,18.16,87095,Medium,26-35
2025,Canada,Manufacturing,Perplexity,26.36,22303,Small,18-25
2026,UK,Finance,Perplexity,56.55,93666,Medium,46-55
2023,Canada,Finance,Perplexity,93.98,86696,Medium,36-45
2023,Australia,Healthcare,GitHub Copilot,11.61,85410,Medium,36-45
2026,Germany,Retail,GitHub Copilot,41.05,47017,Small,18-25
2026,UK,Retail,Claude,8.88,99014,Medium,26-35
2024,UK,Retail,GitHub Copilot,22.93,21030,Medium,46-55
2024,UK,Education,GitHub Copilot,86.67,79129,Medium,36-45
2024,Germany,Retail,ChatGPT,13.68,13738,Large,46-55
2025,India,Healthcare,ChatGPT,82.12,5824,Medium,46-55
2024,Canada,Education,Gemini,21.0,65838,Medium,46-55
2026,Australia,Retail,Claude,82.56,98805,Small,56+
2023,UK,Education,ChatGPT,53.42,2127,Small,46-55
2025,Germany,Healthcare,Claude,84.04,14907,Large,46-55
2024,India,Retail,Claude,18.65,94062,Small,26-35
2025,Canada,IT,Perplexity,73.58,63209,Small,26-35
2025,Germany,Manufacturing,Claude,66.26,41949,Small,56+
2024,Australia,Healthcare,Perplexity,53.86,278,Large,56+
2025,Australia,Finance,Gemini,77.95,5917,Large,46-55
2023,Canada,Finance,Gemini,63.34,72821,Medium,36-45
2026,UK,Healthcare,Gemini,83.93,4084,Medium,36-45
2026,Australia,Finance,Perplexity,39.3,64196,Small,18-25
2023,India,Healthcare,Perplexity,58.09,87685,Medium,36-45
2025,Germany,IT,Gemini,83.35,87041,Medium,36-45
2024,India,Healthcare,Perplexity,24.33,75872,Large,26-35
2025,UK,Retail,GitHub Copilot,48.72,87532,Large,18-25
2023,India,Retail,GitHub Copilot,91.47,14735,Medium,18-25
2025,India,Education,Perplexity,47.62,74178,Medium,26-35
2026,USA,Finance,Perplexity,27.75,31442,Medium,36-45
2025,India,Manufacturing,ChatGPT,36.6,54780,Small,36-45
2023,Canada,Finance,ChatGPT,84.66,8088,Large,18-25
2026,Germany,Healthcare,Claude,90.94,32170,Medium,36-45
2025,USA,Manufacturing,Claude,90.51,97591,Medium,18-25
2025,Germany,Manufacturing,Claude,67.9,78232,Small,36-45
2026,Germany,Finance,Gemini,50.86,23759,Large,46-55
2024,UK,Manufacturing,GitHub Copilot,21.44,76052,Small,26-35
2026,UK,Manufacturing,Gemini,16.09,19271,Small,56+
2024,USA,Retail,Perplexity,10.38,53878,Medium,46-55
2023,Australia,IT,ChatGPT,6.59,98213,Small,36-45
2023,UK,Healthcare,Perplexity,84.03,55813,Small,56+
2026,UK,Finance,Perplexity,77.82,22836,Medium,46-55
2026,UK,Retail,ChatGPT,56.1,70444,Large,26-35
2023,Germany,Education,Perplexity,94.89,57881,Medium,56+
2024,USA,Manufacturing,Claude,90.77,71373,Large,56+
2023,Germany,Manufacturing,ChatGPT,63.96,65599,Small,26-35
2026,Canada,Finance,Perplexity,46.81,35226,Small,46-55
2023,Germany,IT,Claude,18.7,29752,Medium,56+
2026,Canada,IT,Claude,51.4,5490,Medium,26-35
2026,India,Finance,GitHub Copilot,19.2,86236,Medium,46-55
2023,India,Finance,Claude,40.86,66042,Small,36-45
2024,Canada,Retail,Gemini,89.84,53592,Small,18-25
2025,Canada,Finance,ChatGPT,35.78,98400,Large,36-45
2023,Germany,Education,ChatGPT,18.75,49317,Medium,36-45
2025,Canada,Retail,ChatGPT,57.42,60433,Small,18-25
2023,USA,Manufacturing,Perplexity,59.21,98631,Large,36-45
2025,India,Manufacturing,Perplexity,22.44,84204,Medium,36-45
2024,India,Manufacturing,Gemini,22.69,76069,Medium,26-35
2024,Australia,Manufacturing,Claude,94.06,95013,Large,26-35
2023,Canada,Healthcare,Perplexity,26.9,88820,Large,46-55
2026,UK,Education,Claude,80.44,58956,Large,56+
2025,UK,Retail,Claude,47.33,48581,Small,46-55
2026,Canada,Retail,Perplexity,44.15,74757,Medium,26-35
2026,USA,Manufacturing,Perplexity,31.55,28712,Medium,26-35
2026,UK,IT,Gemini,74.64,87843,Large,18-25
2024,Australia,Retail,GitHub Copilot,84.26,10895,Small,18-25
2023,Canada,Education,ChatGPT,28.5,17664,Large,26-35
2023,USA,Finance,Perplexity,13.56,48703,Small,36-45
2024,USA,Education,Perplexity,17.32,42099,Medium,46-55
2024,Germany,Manufacturing,Claude,76.35,66737,Medium,26-35
2023,USA,Manufacturing,GitHub Copilot,44.22,613,Small,26-35
2026,UK,Healthcare,Perplexity,16.87,65115,Medium,18-25
2025,UK,Retail,GitHub Copilot,35.63,11424,Medium,46-55
2025,Canada,Retail,ChatGPT,51.28,15591,Large,46-55
2025,Canada,Retail,Claude,81.68,79329,Small,56+
2026,USA,Manufacturing,Gemini,62.76,81559,Medium,26-35
2023,Australia,Retail,ChatGPT,20.84,34700,Medium,56+
2024,India,IT,GitHub Copilot,19.28,64279,Small,18-25
2023,Germany,IT,GitHub Copilot,42.11,10972,Medium,56+
2026,India,Finance,ChatGPT,11.77,43158,Small,36-45
2024,USA,Retail,GitHub Copilot,73.0,72773,Small,26-35
2026,USA,Healthcare,Gemini,41.13,11458,Large,26-35
2025,India,Finance,Gemini,35.87,71443,Small,46-55
2025,Germany,Manufacturing,GitHub Copilot,50.82,26603,Large,56+
2026,India,Retail,GitHub Copilot,68.81,80495,Medium,46-55
2024,Canada,IT,Gemini,56.24,61894,Small,56+
2024,UK,Healthcare,GitHub Copilot,77.22,52368,Large,56+
2023,Australia,Finance,Perplexity,61.64,48005,Small,18-25
2025,Canada,Healthcare,Claude,75.92,62768,Medium,56+
2023,UK,Retail,Perplexity,67.71,22334,Large,46-55
2023,Australia,Education,GitHub Copilot,22.38,76715,Large,56+
2026,Australia,Healthcare,GitHub Copilot,9.71,56850,Large,56+
2026,Australia,Healthcare,Claude,86.31,31075,Medium,26-35
2023,USA,Manufacturing,GitHub Copilot,90.11,69979,Large,26-35
2025,Australia,IT,Claude,70.42,70264,Medium,26-35
2026,Germany,Retail,Gemini,70.18,88204,Medium,36-45
2023,India,Healthcare,Claude,29.31,28206,Small,26-35
2023,Germany,Retail,Claude,53.82,74617,Medium,36-45
2023,India,IT,Perplexity,94.3,99704,Large,36-45
2023,Canada,Manufacturing,GitHub Copilot,82.05,67878,Large,46-55
2023,Canada,Retail,Gemini,32.4,58538,Medium,26-35
2023,India,IT,ChatGPT,32.09,48497,Medium,56+
2026,Germany,IT,Claude,48.52,50610,Small,18-25
2025,India,Finance,ChatGPT,41.41,36524,Small,56+
2023,Australia,Manufacturing,GitHub Copilot,38.4,49559,Large,26-35
2024,USA,Manufacturing,Claude,61.43,99854,Medium,56+
2026,Canada,Retail,ChatGPT,6.03,51375,Large,26-35
2026,USA,Education,Perplexity,73.7,54134,Medium,26-35
2023,Australia,Finance,ChatGPT,71.6,68478,Large,56+
2026,Australia,Manufacturing,Perplexity,79.73,16117,Large,36-45
2023,Canada,IT,Gemini,80.73,79472,Large,46-55
2025,Canada,Manufacturing,GitHub Copilot,55.98,79822,Medium,46-55
2025,Australia,Education,ChatGPT,75.21,34532,Small,46-55
2026,UK,Healthcare,Claude,49.32,22857,Small,46-55
2026,USA,Healthcare,GitHub Copilot,90.64,47288,Medium,18-25
2024,USA,Manufacturing,ChatGPT,22.16,31216,Small,26-35
2026,UK,Manufacturing,Claude,87.41,36816,Large,18-25
2024,Germany,Finance,Claude,28.27,58838,Medium,46-55
2025,USA,Manufacturing,Claude,14.25,20556,Medium,46-55
2025,India,Education,Claude,44.52,3734,Small,56+
2023,Australia,Manufacturing,ChatGPT,60.34,49466,Small,46-55
2025,Australia,Retail,Gemini,25.79,20956,Large,26-35
2024,UK,Education,Perplexity,55.02,68095,Medium,46-55
2026,USA,Finance,Perplexity,77.71,97155,Small,46-55
2023,Germany,Retail,Perplexity,28.14,60715,Medium,18-25
2024,USA,Retail,Gemini,57.23,83226,Large,26-35
2026,Australia,Healthcare,Claude,35.54,74237,Large,36-45
2023,Canada,Education,Claude,52.68,69105,Large,56+
2025,India,Retail,GitHub Copilot,65.02,24891,Medium,36-45
2024,UK,Finance,Perplexity,36.54,37715,Medium,18-25
2026,Canada,Healthcare,Perplexity,94.5,448,Medium,46-55
2023,Germany,Retail,Claude,55.74,36519,Medium,56+
2023,Canada,Education,Perplexity,79.2,2978,Medium,26-35
2025,Canada,Healthcare,Claude,70.26,11957,Large,56+
2026,Germany,Education,Claude,81.75,44129,Large,18-25
2025,Canada,Education,Claude,20.64,86014,Large,46-55
2025,UK,Education,ChatGPT,25.03,63314,Small,18-25
2026,Australia,Healthcare,ChatGPT,48.87,65638,Large,26-35
2026,USA,Retail,ChatGPT,81.71,25758,Medium,36-45
2026,Canada,Manufacturing,ChatGPT,22.78,23367,Large,46-55
2024,UK,IT,Gemini,92.4,79989,Small,46-55
2026,USA,Retail,GitHub Copilot,16.48,67153,Small,18-25
2023,USA,Healthcare,GitHub Copilot,20.76,54098,Small,18-25
2025,Canada,IT,Claude,20.05,85599,Small,18-25
2024,UK,IT,Perplexity,57.74,78811,Small,46-55
2026,Australia,IT,ChatGPT,87.58,51631,Medium,18-25
2024,Canada,Manufacturing,GitHub Copilot,27.96,53516,Large,56+
2026,Germany,Finance,GitHub Copilot,54.77,30467,Medium,56+
2024,USA,Healthcare,ChatGPT,20.82,17332,Medium,56+
2025,Canada,Manufacturing,Gemini,61.8,59148,Small,46-55
2025,USA,Manufacturing,Gemini,16.09,61537,Large,18-25
2023,UK,Finance,GitHub Copilot,49.22,49457,Large,26-35
2023,India,IT,Gemini,63.97,26568,Large,18-25
2026,Canada,Finance,ChatGPT,57.12,66156,Small,46-55
2025,Australia,Finance,GitHub Copilot,17.6,21597,Medium,56+
2024,Canada,Manufacturing,ChatGPT,19.52,92563,Large,46-55
2024,USA,Healthcare,Gemini,65.43,6358,Medium,18-25
2024,UK,Education,ChatGPT,77.8,56059,Large,46-55
2023,Germany,Finance,Gemini,86.73,35002,Large,26-35
2024,Australia,Finance,Gemini,78.23,15554,Large,46-55
2023,UK,IT,ChatGPT,92.65,37706,Large,36-45
2023,Canada,IT,Gemini,41.74,51727,Small,46-55
2026,Germany,Manufacturing,Claude,34.8,55069,Small,18-25
2024,UK,IT,ChatGPT,7.54,86565,Medium,36-45
2024,India,Retail,Claude,45.49,89813,Small,56+
2025,Australia,Finance,ChatGPT,63.62,885,Large,18-25
2026,USA,IT,Gemini,78.39,73779,Medium,26-35
2025,UK,Healthcare,Gemini,29.07,89728,Medium,46-55
2026,UK,Retail,GitHub Copilot,51.22,47918,Medium,46-55
2024,India,Manufacturing,GitHub Copilot,64.58,13735,Large,18-25
2023,Canada,Education,Claude,54.64,76618,Large,46-55
2023,Australia,Finance,Gemini,29.66,13509,Medium,46-55
2023,Australia,Finance,GitHub Copilot,76.67,48856,Small,56+
2023,USA,Healthcare,Gemini,20.6,18641,Large,46-55
2023,UK,Education,ChatGPT,86.45,58122,Large,46-55
2025,Germany,Education,GitHub Copilot,90.73,69164,Small,56+
2026,UK,Manufacturing,Claude,37.9,36427,Medium,46-55
2024,USA,Manufacturing,GitHub Copilot,38.86,46988,Small,56+
2025,UK,Retail,Gemini,71.9,90154,Large,26-35
2026,India,Finance,Perplexity,46.07,25046,Medium,46-55
